5.81085E+17,Thu Mar 26 13:28:21 +0000 2015,First Europe non-beating heart swap http://bbc.in/1GswybC,,
5.81023E+17,Thu Mar 26 09:22:32 +0000 2015,VIDEO: What makes a healthy high street? http://bbc.in/1yb9uar,,
5.81012E+17,Thu Mar 26 08:35:39 +0000 2015,VIDEO: NHS England 'deteriorating' http://bbc.in/1GqG2nW,,
5.8099E+17,Thu Mar 26 07:10:54 +0000 2015,VIDEO: 'Sport must act on mental health' http://bbc.in/1GqwCsz,,
5.80935E+17,Thu Mar 26 03:30:54 +0000 2015,'Unhealthiest High Streets' revealed http://bbc.in/1M1BBEK,,
5.80917E+17,Thu Mar 26 02:20:17 +0000 2015,NHS problems worst 'since 1990s' http://bbc.in/1BpQPch,,
5.80917E+17,Thu Mar 26 02:20:17 +0000 2015,DNA of 'an entire nation' assessed http://bbc.in/1BpQMx6,,
5.80845E+17,Wed Mar 25 21:33:19 +0000 2015,Ebola 'more deadly' in young children http://bbc.in/1GW0Gu0,,
5.80644E+17,Wed Mar 25 08:16:24 +0000 2015,Contaminated blood probe report due http://bbc.in/1Gj7ZOj,,
5.80564E+17,Wed Mar 25 02:56:39 +0000 2015,Antibiotic use linked to diabetes http://bbc.in/1Gh6mAF,,
5.80551E+17,Wed Mar 25 02:05:18 +0000 2015,Approach to obesity 'inexplicable' http://bbc.in/1HC2g85,,
5.80551E+17,Wed Mar 25 02:05:17 +0000 2015,Air pollution 'link to stroke risk' http://bbc.in/1HC2g7X,,
5.8043E+17,Tue Mar 24 18:04:32 +0000 2015,Ex-carers 'too little travel time' http://bbc.in/1LTsKF8,,
5.8043E+17,Tue Mar 24 18:04:31 +0000 2015,Three IVF cycles a 'no-brainer' http://bbc.in/1GQpGD4,,
5.80348E+17,Tue Mar 24 12:39:09 +0000 2015,Has Ebola focus led to other killer diseases being ignored? http://bbc.in/1y0v1CA,,
5.80331E+17,Tue Mar 24 11:31:06 +0000 2015,Preventive surgery for cancer genes http://bbc.in/1Gcd0IA,,
5.80297E+17,Tue Mar 24 09:17:31 +0000 2015,VIDEO: How one US school is battling obesity http://bbc.in/1DS7Gua,,
5.80281E+17,Tue Mar 24 08:11:42 +0000 2015,Angelina Jolie has ovaries removed http://bbc.in/1Gb99vn,,
5.80266E+17,Tue Mar 24 07:11:35 +0000 2015,VIDEO: Dr Radha's guide to a healthy diet http://bbc.in/1HuFsn2,,
5.80209E+17,Tue Mar 24 03:26:29 +0000 2015,Methadone programme 'a black hole' http://bbc.in/1HtW1zE,,
5.80209E+17,Tue Mar 24 03:26:29 +0000 2015,Hospital mental health absences rise http://bbc.in/1HtVZb1,,
5.80046E+17,Mon Mar 23 16:37:31 +0000 2015,VIDEO: Could cannabis oil cure cancer? http://bbc.in/1DPcgcE,,
5.80046E+17,Mon Mar 23 16:37:31 +0000 2015,'Eat rice cold for fewer calories' http://bbc.in/1GLFMOk,,
5.79994E+17,Mon Mar 23 13:10:11 +0000 2015,UK medics 'had humanitarian motives' http://bbc.in/1G4Oxoy,,
5.79977E+17,Mon Mar 23 12:04:00 +0000 2015,VIDEO: Half of children 'not eating healthily' http://bbc.in/1DO1u6w,,
5.79953E+17,Mon Mar 23 10:30:28 +0000 2015,Ashya King 'free of brain cancer' http://bbc.in/1G3XMW6,,
5.79914E+17,Mon Mar 23 07:55:25 +0000 2015,VIDEO: Charity slams global Ebola response http://bbc.in/1LMYlYT,,
5.79875E+17,Mon Mar 23 05:18:04 +0000 2015,Hospital staff 'act above pay grade' http://bbc.in/1GJlBAo,,
5.79847E+17,Mon Mar 23 03:26:10 +0000 2015,Disease-carrying mosquitoes warning http://bbc.in/1xSknOi,,
5.79847E+17,Mon Mar 23 03:26:10 +0000 2015,How Ebola changed the world http://bbc.in/1G1ZozC,,
5.79847E+17,Mon Mar 23 03:26:10 +0000 2015,Early call for Ebola help 'ignored' http://bbc.in/1xSknxY,,
5.79476E+17,Sun Mar 22 02:54:32 +0000 2015,Asia's deadly secret: The scourge of the betel nut http://bbc.in/1HjNAtS,,
5.79263E+17,Sat Mar 21 12:46:23 +0000 2015,VIDEO: Hunt 'hopeful' of Men B jab deal http://bbc.in/1Hfvw4e,,
5.79216E+17,Sat Mar 21 09:40:48 +0000 2015,VIDEO: Criticism of Men B vaccine delay http://bbc.in/1AUA20T,,
5.79123E+17,Sat Mar 21 03:30:14 +0000 2015,Campaigners make Men B vaccine plea http://bbc.in/1CELp1n,,
5.7893E+17,Fri Mar 20 14:42:42 +0000 2015,VIDEO: Conned IVF husband wins damages http://bbc.in/1CBMqHx,,
5.78863E+17,Fri Mar 20 10:18:10 +0000 2015,VIDEO: What can make you happy? http://bbc.in/1FIUHum,,
5.78799E+17,Fri Mar 20 06:04:04 +0000 2015,Mental health budgets 'cut by 8%' http://bbc.in/1B8UOJb,,
5.78763E+17,Fri Mar 20 03:41:53 +0000 2015,'Ebola-proof' tablet device developed http://bbc.in/1B8y2B6,,
5.78615E+17,Thu Mar 19 17:50:53 +0000 2015,VIDEO: Young carer Elle describes challenges http://bbc.in/1AKGes9,,
5.78539E+17,Thu Mar 19 12:48:54 +0000 2015,VIDEO: Toxic smog prompts health warning http://bbc.in/1B4woke,,
5.78522E+17,Thu Mar 19 11:42:09 +0000 2015,'Half of children have tooth decay' http://bbc.in/1B4mNcY,,
5.78392E+17,Thu Mar 19 03:06:56 +0000 2015,Blood test 'could cut antibiotics' http://bbc.in/1FGfqi8,,
5.78245E+17,Wed Mar 18 17:23:54 +0000 2015,New global fund for tobacco control http://bbc.in/1GXRp4y,,
5.78228E+17,Wed Mar 18 16:13:34 +0000 2015,Doctors in 'no confidence' vote http://bbc.in/1AFsChV,,
5.7803E+17,Wed Mar 18 03:09:32 +0000 2015,Morbidly obese could get free flu jab http://bbc.in/1AD6cxG,,
5.7803E+17,Wed Mar 18 03:09:32 +0000 2015,Breastfeeding 'linked to higher IQ' http://bbc.in/1AWx2Qz,,
5.7803E+17,Wed Mar 18 03:09:31 +0000 2015,Privately-run hospital scheme 'poor' http://bbc.in/1AD6cxD,,
5.7803E+17,Wed Mar 18 03:09:31 +0000 2015,Morbidly obese could get free flu jab http://bbc.in/1AWx2Qu,,
5.7803E+17,Wed Mar 18 03:09:31 +0000 2015,Has the war on drugs been lost? http://bbc.in/1AD6a95,,
5.7803E+17,Wed Mar 18 03:09:31 +0000 2015,Has the war on drugs been lost? http://bbc.in/1DzQoBT,,
5.77861E+17,Tue Mar 17 15:55:13 +0000 2015,'Selfie danger' during solar eclipse http://bbc.in/1BMPxL0,,
5.77825E+17,Tue Mar 17 13:34:32 +0000 2015,VIDEO: Child mental health services 'broken' http://bbc.in/1Dwt6gm,,
5.77825E+17,Tue Mar 17 13:34:32 +0000 2015,Dentist probe patients contract virus http://bbc.in/1AT9ZGh,,
5.77801E+17,Tue Mar 17 11:57:11 +0000 2015,VIDEO: Why did my partner take his own life? http://bbc.in/1Fv0zHh,,
5.77801E+17,Tue Mar 17 11:56:26 +0000 2015,NHS trust put into special measures http://bbc.in/1BMevKo,,
5.77801E+17,Tue Mar 17 11:56:26 +0000 2015,VIDEO: Burnham on mental health 'scandal' http://bbc.in/1Dw0BiS,,
5.77801E+17,Tue Mar 17 11:56:26 +0000 2015,VIDEO: 'Pharmacists are extremely skilled' http://bbc.in/1Ln6GSY,,
5.77745E+17,Tue Mar 17 08:13:27 +0000 2015,VIDEO: Child mental health 'needs overhaul' http://bbc.in/1DvuBv8,,
5.77745E+17,Tue Mar 17 08:13:27 +0000 2015,VIDEO: Pharmacists 'should support GPs' http://bbc.in/1ARTfiP,,
5.77631E+17,Tue Mar 17 00:41:43 +0000 2015,'Army of pharmacists' to help GPs http://bbc.in/1LkWXg1,,
5.77631E+17,Tue Mar 17 00:41:43 +0000 2015,Child mental health 'faces overhaul' http://bbc.in/1BL5yRr,,
5.7745E+17,Mon Mar 16 12:42:52 +0000 2015,Ebola: Seventh Brit sent home http://bbc.in/1FrJDBL,,
5.77419E+17,Mon Mar 16 10:41:44 +0000 2015,VIDEO: Mother warns over Meningitis W http://bbc.in/1GKZQ39,,
5.77383E+17,Mon Mar 16 08:15:02 +0000 2015,'Flying doctors' fleet unveiled http://bbc.in/1Fr8VzO,,
5.77383E+17,Mon Mar 16 08:15:02 +0000 2015,Inactive child 'will be couch potato' http://bbc.in/1DpZ123,,
5.77291E+17,Mon Mar 16 02:12:21 +0000 2015,Pioneering surgery 'saves bowels' http://bbc.in/1FqoFmC,,
5.76976E+17,Sun Mar 15 05:20:54 +0000 2015,Parents face special needs 'lottery' http://bbc.in/18qPDNR,,
5.7694E+17,Sun Mar 15 02:58:09 +0000 2015,Lack of sleep 'link to diabetes' http://bbc.in/1Dm3iUf,,
5.76919E+17,Sun Mar 15 01:34:30 +0000 2015,'Improve end-of-life care for all' http://bbc.in/1Fn4gip,,
5.7684E+17,Sat Mar 14 20:17:36 +0000 2015,VIDEO: Mental health spending boost http://bbc.in/1ADfQ2o,,
5.76627E+17,Sat Mar 14 06:12:03 +0000 2015,Mental health 'to get funding boost' http://bbc.in/18mgESM,,
5.76582E+17,Sat Mar 14 03:13:48 +0000 2015,Testosterone boost 'could cut deaths' http://bbc.in/1FbZbsP,,
5.76538E+17,Sat Mar 14 00:20:43 +0000 2015,VIDEO: The art of microbes http://bbc.in/1BD9KTr,,
5.76442E+17,Fri Mar 13 17:58:35 +0000 2015,VIDEO: Hospitals 'struggling' with A&amp;E targets http://bbc.in/1Fj8l7e,,
5.76442E+17,Fri Mar 13 17:58:35 +0000 2015,First 'successful' penis transplant http://bbc.in/1GApgjK,,
5.76391E+17,Fri Mar 13 14:36:17 +0000 2015,VIDEO: British Ebola workers under observation http://bbc.in/1FiDveU,,
5.76391E+17,Fri Mar 13 14:36:17 +0000 2015,Scarlet fever cases reach new high http://bbc.in/1FiDveS,,
5.76374E+17,Fri Mar 13 13:27:33 +0000 2015,Vaccine plan for meningitis rise http://bbc.in/1DeQ63t,,
5.76374E+17,Fri Mar 13 13:27:33 +0000 2015,How bad has winter been for the NHS? http://bbc.in/1HRHOgL,,
5.7635E+17,Fri Mar 13 11:51:36 +0000 2015,A&amp;E target missed whole of winter http://bbc.in/1HRbf2h,,
5.76327E+17,Fri Mar 13 10:18:40 +0000 2015,Union calls 'incident' move a stunt http://bbc.in/1L5YZk3,,
5.76319E+17,Fri Mar 13 09:47:40 +0000 2015,VIDEO: 'My daughter might not have died' http://bbc.in/1De4bhk,,
5.76319E+17,Fri Mar 13 09:47:39 +0000 2015,Measles fear for Ebola-hit countries http://bbc.in/1FhTZ7d,,
5.76237E+17,Fri Mar 13 04:23:49 +0000 2015,Best hospitals 'now struggling' http://bbc.in/1HPfI5R,,
5.76082E+17,Thu Mar 12 18:08:50 +0000 2015,VIDEO: Sir Terry Pratchett's legacy to research http://bbc.in/1HLyBGF,,
5.75911E+17,Thu Mar 12 06:48:23 +0000 2015,RAF flight to help UK Ebola patient http://bbc.in/1D8Gkjg,,
5.75812E+17,Thu Mar 12 00:14:00 +0000 2015,MPs criticise England cancer services http://bbc.in/1HFzjoP,,
5.75812E+17,Thu Mar 12 00:13:59 +0000 2015,Why not introduce more NHS charges? http://bbc.in/1HFzm44,,
5.75733E+17,Wed Mar 11 19:01:48 +0000 2015,The NHS - a powerhouse for new medicines? http://bbc.in/1KXHq5J,,
5.75717E+17,Wed Mar 11 17:56:50 +0000 2015,UK military health worker has Ebola http://bbc.in/1BxfjTg,,
5.75701E+17,Wed Mar 11 16:52:06 +0000 2015,MPs back standardised cigarette packs http://bbc.in/1HCTgwo,,
5.75701E+17,Wed Mar 11 16:52:06 +0000 2015,Brain injury birth mum awarded £5m http://bbc.in/1HCTgg2,,
5.75683E+17,Wed Mar 11 15:42:31 +0000 2015,Are anti-smoking measures working? http://bbc.in/1Fb1Enz,,
5.75683E+17,Wed Mar 11 15:42:31 +0000 2015,VIDEO: Lucas questions NHS spending priorities http://bbc.in/1Fb1BIA,,
5.7564E+17,Wed Mar 11 12:49:56 +0000 2015,Using legal highs 'got worse and worse' http://bbc.in/1D4YTEO,,
5.75468E+17,Wed Mar 11 01:25:58 +0000 2015,Cigarette plain packaging vote due http://bbc.in/1Hy9aZ1,,
5.75456E+17,Wed Mar 11 00:41:33 +0000 2015,VIDEO: Living with early-onset Alzheimer's http://bbc.in/1Gpm5LQ,,
5.75286E+17,Tue Mar 10 13:23:14 +0000 2015,Starting gun 'fired' on new NHS http://bbc.in/1Huc6WD,,
5.75268E+17,Tue Mar 10 12:13:17 +0000 2015,VIDEO: Menopause 'not supported in workplaces' http://bbc.in/1F6yxC3,,
5.75102E+17,Tue Mar 10 01:13:55 +0000 2015,HRT-users 'may risk clots and stroke' http://bbc.in/1CXFzcw,,
5.74969E+17,Mon Mar 09 16:22:48 +0000 2015,Hunt for new obesity pills http://bbc.in/1HnG66y,,
5.74883E+17,Mon Mar 09 10:42:36 +0000 2015,Are Rwandans healthier than the English? http://bbc.in/1EJEbt9,,
5.74767E+17,Mon Mar 09 03:02:41 +0000 2015,Warning over young diabetics' health http://bbc.in/1HjY0qC,,
5.74767E+17,Mon Mar 09 03:02:41 +0000 2015,C-section rates 'vary widely' in EU http://bbc.in/1HjY0al,,
5.74407E+17,Sun Mar 08 03:12:01 +0000 2015,Frankie the dog ‘sniffs out cancer’ http://bbc.in/1COjVHM,,
5.74059E+17,Sat Mar 07 04:07:59 +0000 2015,NHS 'whistleblower' demands new job http://bbc.in/1CK3yMm,,
5.73989E+17,Fri Mar 06 23:30:10 +0000 2015,'No restrictions' on Ebola nurse http://bbc.in/1CJeVnV,,
5.7395E+17,Fri Mar 06 20:53:53 +0000 2015,VIDEO: New mental health rights proposed http://bbc.in/1H8kD1m,,
5.73856E+17,Fri Mar 06 14:41:52 +0000 2015,Low-fat diet 'burns more fat' http://bbc.in/1CH7H3L,,
5.73691E+17,Fri Mar 06 03:46:42 +0000 2015,Disrupting chemicals ‘cost billions’ http://bbc.in/1H3a7Z4,,
5.73683E+17,Fri Mar 06 03:13:17 +0000 2015,New mental health rights proposed http://bbc.in/1CECwpM,,
5.73655E+17,Fri Mar 06 01:24:15 +0000 2015,VIDEO: Child star with Down's syndrome back on TV http://bbc.in/1G3WJTi,,
5.73648E+17,Fri Mar 06 00:54:09 +0000 2015,End 'fixation' with A&amp;E wait target http://bbc.in/1ErRmyP,,
5.7358E+17,Thu Mar 05 20:24:14 +0000 2015,VIDEO: App guides blind people on the Tube http://bbc.in/1zQA5t0,,
5.73563E+17,Thu Mar 05 19:18:43 +0000 2015,Technology helps visually impaired navigate the Tube http://bbc.in/1EqND4v,,
5.73529E+17,Thu Mar 05 17:03:42 +0000 2015,Prisons face smoking ban prosecution http://bbc.in/1EQF8Ai,,
5.73435E+17,Thu Mar 05 10:48:46 +0000 2015,VIDEO: Meningitis: 'No one should go through this pain' http://bbc.in/1zNNpOY,,
5.73429E+17,Thu Mar 05 10:26:20 +0000 2015,Liberia 'Ebola-free' for one week http://bbc.in/1DYqS6Z,,
5.73359E+17,Thu Mar 05 05:48:10 +0000 2015,Hospital crisis hit 900 operations http://bbc.in/1CzqSwg,,
5.73288E+17,Thu Mar 05 01:05:24 +0000 2015,Billions 'have untreated tooth decay' http://bbc.in/1GUUQcG,,
5.73288E+17,Thu Mar 05 01:05:24 +0000 2015,Plumbers 'should report cold homes' http://bbc.in/1GUUPWn,,
5.73176E+17,Wed Mar 04 17:39:46 +0000 2015,Autism appears 'largely genetic' http://bbc.in/1DVgxbP,,
5.73143E+17,Wed Mar 04 15:29:08 +0000 2015,VIDEO: 'Cancer target missed for 20,000 people' http://bbc.in/1KiQ26q,
5.73119E+17,Wed Mar 04 13:51:43 +0000 2015,VIDEO: Fears for future of Ebola orphanage http://bbc.in/1GRVSX0,,
5.73102E+17,Wed Mar 04 12:46:56 +0000 2015,Is another NHS scandal brewing? http://bbc.in/1CvlV7I,,
5.72969E+17,Wed Mar 04 03:57:42 +0000 2015,Clegg in drug law election pledge http://bbc.in/1Ctz01m,,
5.72924E+17,Wed Mar 04 00:56:34 +0000 2015,Adults get flu 'every five years' http://bbc.in/1CsNTRw,,
5.72924E+17,Wed Mar 04 00:56:34 +0000 2015,Care workers 'being short changed' http://bbc.in/1CsNTRs,,
5.72924E+17,Wed Mar 04 00:56:33 +0000 2015,VIDEO: The man who changed parenting http://bbc.in/1ELkMsg,,
5.72869E+17,Tue Mar 03 21:17:52 +0000 2015,Tablet video game combats lazy eye http://bbc.in/1DHlsKO,,
5.72831E+17,Tue Mar 03 18:48:06 +0000 2015,VIDEO: How much coffee is good for you? http://bbc.in/1DQf46H,,
5.72815E+17,Tue Mar 03 17:43:34 +0000 2015,Unison votes to accept NHS pay deal http://bbc.in/1wRwgUc,,
5.72798E+17,Tue Mar 03 16:39:12 +0000 2015,Formal end to NI child heart surgery http://bbc.in/1EJS6Qp,,
5.72798E+17,Tue Mar 03 16:39:11 +0000 2015,Hospital investigation cost £19.5m http://bbc.in/1EJS4Yz,,
5.72719E+17,Tue Mar 03 11:25:05 +0000 2015,Cancer drug patient's England move http://bbc.in/1EIZifB,,
5.72705E+17,Tue Mar 03 10:27:13 +0000 2015,A&amp;E waiting time targets missed http://bbc.in/1DCSvQg,,
5.72705E+17,Tue Mar 03 10:27:12 +0000 2015,$80m for Sierra Leone to fight Ebola http://bbc.in/1Edn4Ql,,
5.7257E+17,Tue Mar 03 01:31:53 +0000 2015,Baby deaths inquiry report due http://bbc.in/1DMp3tz,,
5.72563E+17,Tue Mar 03 01:03:56 +0000 2015,Coffee linked to 'cleaner' arteries http://bbc.in/1GJMcxQ,,
5.72484E+17,Mon Mar 02 19:49:01 +0000 2015,VIDEO: Hidden victims of the Ebola crisis http://bbc.in/1B2YZcI,,
5.72316E+17,Mon Mar 02 08:43:09 +0000 2015,GP shortages put pressure on doctors http://bbc.in/1GFQCWu,,
5.72309E+17,Mon Mar 02 08:13:21 +0000 2015,New GP deal allows more caring time http://bbc.in/1EEKzST,,
5.72257E+17,Mon Mar 02 04:48:40 +0000 2015,Drug drivers targeted by new rules http://bbc.in/1wHxVvA,,
5.72257E+17,Mon Mar 02 04:48:39 +0000 2015,Child health 'an election issue' http://bbc.in/1EEgJOb,,
5.72257E+17,Mon Mar 02 04:48:39 +0000 2015,Are humans getting cleverer? http://bbc.in/1Cgl0I7,,
5.71872E+17,Sun Mar 01 03:19:39 +0000 2015,Concern over online gonorrhoea care http://bbc.in/1LYEEdn,,
5.71502E+17,Sat Feb 28 02:48:17 +0000 2015,Distinct ME stages found, says study http://bbc.in/1BKmHxX,
5.71502E+17,Sat Feb 28 02:48:17 +0000 2015,Why Sam's 'wobbly brain' is important http://bbc.in/1BKmFGe,,
5.71474E+17,Sat Feb 28 00:57:59 +0000 2015,VIDEO: Improving palliative care in Mexico http://bbc.in/1FHxYMP,,
5.71322E+17,Fri Feb 27 14:51:21 +0000 2015,Cut music to 'an hour a day' - WHO http://bbc.in/1C48DyB,,
5.71306E+17,Fri Feb 27 13:47:20 +0000 2015,'Devo Manc' and the NHS http://bbc.in/1LR9wMP,,
5.7129E+17,Fri Feb 27 12:46:33 +0000 2015,Start date for 'Devo Manc' NHS plan http://bbc.in/1FDMK74,,
5.71149E+17,Fri Feb 27 03:25:12 +0000 2015,Leukaemia changes 'almost inevitable' http://bbc.in/1wnqwBw,,
5.70983E+17,Thu Feb 26 16:26:37 +0000 2015,Man sentenced for doctor CV changes http://bbc.in/1LMv2Cj,,
5.7097E+17,Thu Feb 26 15:32:01 +0000 2015,Savile: Why the risks are real in today's NHS http://bbc.in/1BZteV0,,
5.70882E+17,Thu Feb 26 09:44:02 +0000 2015,Savile 'abused 63 people at hospital' http://bbc.in/1BYjuKy,,
